ID,Language_ID,Parameter_ID,Value
wae-provenance,wae,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
way-name,way,name,Wayana
way-family,way,family,Cariban
way-context,way,context,"The Cariban language of the Wayana along the upper Maroni and its tributaries in French Guiana, Suriname and Brazil, spoken by roughly a couple of thousand people. It reaches this library through the etymology desk's cognate lists."
way-provenance,way,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
wba-name,wba,name,Warao
wba-family,wba,family,isolate
wba-context,wba,context,"The language isolate of the Warao of the Orinoco delta, one of Venezuela's largest indigenous languages, typologically famous for its object-initial word order. It reaches this library through the etymology desk's cognate lists."
wba-provenance,wba,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
wbk-name,wbk,name,Waigali
wbk-family,wbk,family,Indo-Iranian (Nuristani)
wbk-context,wbk,context,"Waigali (Kalaṣa-alâ) is a Nuristani language of the Waigal valley in Nuristan, northeastern Afghanistan. Nuristani is the third branch of Indo-Iranian beside Indo-Aryan and Iranian, and its speakers kept the old polytheism of 'Kafiristan' until the forced conversions of the 1890s; the wordlist filed here records the Nišeigrâm village variety. On this library's shelves it appears through the etymology desk — cognate sets and reflex edges beside its Indo-Iranian relatives."
wbk-provenance,wbk,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
wbl-name,wbl,name,Wakhi
wbl-family,wbl,family,"Iranian (Eastern, Pamir)"
wbl-context,wbl,context,"Wakhi is an Eastern Iranian language of the Pamir group, spoken in the high Wakhan corridor where Afghanistan, Tajikistan, Pakistan and China meet — one small people divided among four states. With some tens of thousands of speakers and no writing tradition until recently, it preserves a strikingly archaic Iranian sound system. On this library's shelves it appears through the etymology desk — cognate sets and reflex edges beside its Iranian relatives."
wbl-provenance,wbl,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
wes-name,wes,name,Cameroon Pidgin
wes-family,wes,family,English-lexified creole
wes-context,wes,context,"Kamtok, the Cameroon Pidgin English of the country's anglophone regions and beyond, a centuries-old lingua franca related to the wider West African pidgin chain. It reaches this library through the etymology desk's cognate lists."
wes-provenance,wes,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
wlm-name,wlm,name,Middle Welsh
wlm-family,wlm,family,Celtic (Brythonic) < Indo-European
wlm-context,wlm,context,"The Welsh of ~1100–1400: the language of the Mabinogion tales, the native law books ascribed to Hywel Dda, and the court poets — the stage at which Welsh literature survives in bulk, between the scraps of Old Welsh and the modern language (cym). The library holds it lexically: the Wiktionary-derived Middle Welsh extract (766 entries) plus 606 reflex rows through the etymological shelves, with IE-CoR's cognate variety below."
wlm-provenance,wlm,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
wln-name,wln,name,Walloon
wln-family,wln,family,Romance (Gallo-Romance)
wln-context,wln,context,"Walloon is the Gallo-Romance language of southern Belgium — a langue d'oïl sister of French rather than a French dialect — with a dialect literature that flourished in the 19th century. Once the daily speech of Wallonia, it has been largely replaced by French, and its remaining fluent speakers are mostly elderly. On this library's shelves it appears through the etymology desk — cognate sets and reflex edges beside its Romance relatives."
wln-provenance,wln,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
wuh-name,wuh,name,Wutunhua
wuh-family,wuh,family,mixed language (Sinitic-Tibetan)
wuh-context,wuh,context,"The mixed language of Wutun in Qinghai's Tongren county, Chinese in lexicon but Amdo Tibetan and Bonan in much of its grammar, spoken by a few thousand villagers. Its Tibetan loans are why it appears among bod descendants. It reaches this library through the etymology desk's cognate lists."
wuh-provenance,wuh,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
wym-name,wym,name,Wymysorys
wym-family,wym,family,"Indo-European (Germanic, West)"
wym-context,wym,context,"The Germanic microlanguage of Wilamowice in southern Poland, descended from medieval settler German with claimed Flemish and Frisian strands, banned after 1945 and now the object of an intensive revival with a few dozen native speakers. It reaches this library through the etymology desk's cognate lists."
wym-provenance,wym,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
xbc-name,xbc,name,Bactrian
xbc-family,xbc,family,Iranian (Eastern)
xbc-context,xbc,context,"Bactrian is the Middle Iranian language of Bactria, the land of Balkh in today's northern Afghanistan — the only Iranian language regularly written in the Greek alphabet, a legacy of Alexander's colonists. The language of the Kushan empire (the Rabatak inscription of Kanishka is its showpiece), it is now also known from a hoard of 4th-8th-century documents that surfaced in the 1990s. On this library's shelves it appears through the etymology desk — cognate sets and reflex edges beside its Iranian relatives."
xbc-provenance,xbc,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
xbm-name,xbm,name,Middle Breton
xbm-family,xbm,family,Celtic (Brythonic)
xbm-context,xbm,context,"Middle Breton is the Brythonic Celtic of Brittany from roughly 1100 to the mid-17th century, the first stage of Breton with real books: mystery plays, religious verse, and the Catholicon of 1499, a Breton-French-Latin lexicon that counts as the first dictionary of Breton and of French alike. On this library's shelves it appears through the etymology desk — cognate sets and reflex edges beside its Celtic relatives."
xbm-provenance,xbm,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
xcg-name,xcg,name,Cisalpine Gaulish
xcg-family,xcg,family,Celtic < Indo-European
xcg-context,xcg,context,"Continental Celtic of the Po valley, ~4th-1st c. BCE, North Italic and Latin scripts; shades into Lepontic (Corpus_ItAnt tags its Lepontic files xcg). Corpora: itant (CelticOfItaly), lexlep inscriptions; riig's Transalpine sibling."
xcg-Ital-x-xcglep-name,xcg-Ital-x-xcglep,name,Cisalpine Gaulish (Lepontic alphabet)
xcg-Ital-x-xcglep-family,xcg-Ital-x-xcglep,family,Celtic < Indo-European
xcg-Ital-x-xcglep-context,xcg-Ital-x-xcglep,context,"Corpus ItAnt's CelticOfItaly lane: 18 inscriptions in the Lepontic alphabet (of Lugano), the Etruscan-derived script of the Po valley Celts. Upstream's own langUsage calls the language Cisalpine Gaulish (xcg — its Lepontic files included, as the xcg base dossier notes), and the private-use -x-xcglep names the alphabet; the ISO code ""lep"" was unavailable, being Lepcha. Same tag anatomy as the sibling osc-Ital-x-oscetr."
xcg-Ital-x-xcglep-provenance,xcg-Ital-x-xcglep,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
xcl-name,xcl,name,Classical Armenian
xcl-family,xcl,family,Armenian < Indo-European
xcl-context,xcl,context,"The 5th-century Armenian New Testament, gold-lemmatized; carries the flagged Iranian-loan layer the iir-pro shelf reaches."
xcl-provenance,xcl,provenance,exported: 2026-07-14 (ledger language_notes + seed yml)
xco-name,xco,name,Chorasmian
xco-family,xco,family,Iranian (Eastern)
xco-context,xco,context,"Chorasmian (Khwarezmian) is the Middle Iranian language of Khwarazm, the oasis land on the lower Amu Darya south of the Aral Sea. Attested first in its own Aramaic-derived script and later chiefly in Arabic-script glosses in Islamic-era legal and lexicographic works — the scholar al-Biruni, a native, recorded lore in it — it gave way to Turkic in the later Middle Ages. On this library's shelves it appears through the etymology desk — cognate sets and reflex edges beside its Iranian relatives."
xco-provenance,xco,provenance,"exported: 2026-07-14 (ledger language_notes + seed yml); noted: 2026-08-02 (curated note added, Wikipedia-derived)"
xct-name,xct,name,Classical Tibetan
xct-family,xct,family,Tibeto-Burman (Bodish)
xct-context,xct,context,"The literary language of the Tibetan Buddhist canon and its commentarial world, written in the Tibetan script from the 7th-century imperial orthography onward. This library's largest holding in it is the complete Derge canon — the Kangyur (1,200 texts) and Tengyur (3,362) in Esukhia's Public-Domain exact-representation of the woodblocks, cited at folio line grain by Tohoku number — beside the SOAS gold POS corpus (four classical texts, hand-corrected segmentation) and a stray GRETIL text (xct-Latn its transliterated twin). 84000's English translations pair at folio grain; the Mahāvyutpatti bridges its vocabulary to Sanskrit and Chinese."
xct-provenance,xct,provenance,exported: 2026-07-28 (P48 language pass; supersedes the 2026-07-14 stray-GRETIL note)
xct-Latn-name,xct-Latn,name,Classical Tibetan (romanized)
xct-Latn-family,xct-Latn,family,Tibeto-Burman
xct-Latn-context,xct-Latn,context,The transliterated twin of the stray GRETIL xct text.
xct-Latn-provenance,xct-Latn,provenance,exported: 2026-07-14 (ledger language_notes + seed yml)
xeb-name,xeb,name,Eblaite
xeb-family,xeb,family,East Semitic
xeb-context,xeb,context,"Third-millennium BCE cuneiform language of Ebla (Tell Mardikh, Syria), Akkadian's closest relative, recovered from the palace archives destroyed ca. 2300 BCE. Held: 6,844 CDLI documents (53,682 passages) in transliteration — the MEE (Materiali Epigrafici di Ebla) publications among them — without lemmatization."
xeb-provenance,xeb,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
xfa-name,xfa,name,Faliscan
xfa-family,xfa,family,Latino-Faliscan < Italic < Indo-European
xfa-context,xfa,context,"The closest relative of Latin (the Latino-Faliscan branch of Italic), attested in inscriptions from the ager Faliscus around Falerii Veteres (Civita Castellana), 7th–2nd c. BCE, mostly in the Faliscan variant of the Etruscan-derived alphabet."
xh-name,xh,name,Xhosa
xh-family,xh,family,Niger-Congo (Bantu)
xh-context,xh,context,"The Nguni language of the Eastern Cape, second-largest home language of South Africa, famous for the click consonants absorbed from Khoisan neighbours. It reaches this library through the etymology desk's cognate lists."
xh-provenance,xh,provenance,"noted: 2026-08-02 (created for etym-desk coverage, Wikipedia-derived)"
xht-name,xht,name,Hattic
xht-family,xht,family,language isolate (Anatolia)
xht-context,xht,context,"Non-Indo-European language of pre-Hittite central Anatolia, preserved only in ritual and festival passages transmitted by Hittite scribes. Held: 326 documents, 6,266 passages from TLHdig (Thesaurus Linguarum Hethaeorum digitalis, Beta 0.3) — KBo/KUB tablets under their CTH numbers, including the Hattic-Hittite bilingual tradition (CTH 725ff.)."
xht-provenance,xht,provenance,"exported: 2026-07-26 (P46 language pass, owner-ordered)"
